date,account_value
2018-09-07,1670617.8244735722
2018-09-10,1665906.2074575126
2018-09-11,1673769.5513719132
2018-09-12,1670708.571321344
2018-09-13,1681462.1363551174
2018-09-14,1682840.6775557038
2018-09-17,1693672.3346946423
2018-09-18,1684860.637513758
2018-09-19,1670883.134505322
2018-09-20,1655979.613391367
2018-09-21,1638217.4488633913
2018-09-24,1643483.7636129472
2018-09-25,1603818.7447114086
2018-09-26,1558864.1786047674
2018-09-27,1584541.5113146985
2018-09-28,1579596.3625443014
2018-10-01,1592214.367171892
2018-10-02,1604793.9974117468
2018-10-03,1590234.231358376
2018-10-04,1589370.59660441
2018-10-05,1588260.2819366506
2018-10-08,1570132.6016794848
2018-10-09,1560532.2406256332
2018-10-10,1551053.2904803006
2018-10-11,1538560.9159318437
2018-10-12,1535939.3689701122
2018-10-15,1529379.828095009
2018-10-16,1574391.7844237818
2018-10-17,1579964.6994191664
2018-10-18,1567048.3223277216
2018-10-19,1546559.612520384
2018-10-22,1554937.3218817867
2018-10-23,1584019.2186031935
2018-10-24,1598834.6907377164
2018-10-25,1577309.7394865449
2018-10-26,1545066.8112772417
2018-10-29,1528724.464887418
2018-10-30,1519108.7486597556
2018-10-31,1506527.5033285718
2018-11-01,1525691.163302994
2018-11-02,1502221.4892924684
2018-11-05,1452222.7526553764
2018-11-06,1464130.621458733
2018-11-07,1451475.5527140305
2018-11-08,1463133.696730994
2018-11-09,1467031.0234208356
2018-11-12,1518892.99639318
2018-11-13,1542999.137090323
2018-11-14,1546043.952520024
2018-11-15,1582070.8559480496
2018-11-16,1562530.252278169
2018-11-19,1516633.3245544122
2018-11-20,1517183.5177666426
2018-11-21,1487586.0408916613
2018-11-23,1509041.0982890837
2018-11-26,1528049.7781252123
2018-11-27,1524557.6300468808
2018-11-28,1493661.3106968417
2018-11-29,1458834.256540042
2018-11-30,1451666.621966136
2018-12-03,1440266.3706098353
2018-12-04,1400936.623693371
2018-12-06,1407138.6694585723
2018-12-07,1364789.3900029508
2018-12-10,1386367.3731372328
2018-12-11,1416738.018394986
2018-12-12,1447591.075400604
2018-12-13,1458602.2962460653
2018-12-14,1445387.6660794388
2018-12-17,1405731.688033911
2018-12-18,1457443.3115480551
2018-12-19,1479839.9447682344
2018-12-20,1485888.183918879
2018-12-21,1476008.2022852744
2018-12-24,1480704.8777038376
2018-12-26,1471120.4532916313
2018-12-27,1486729.4477033846
2018-12-28,1500426.4627186405
2018-12-31,1503479.0419025945
2019-01-02,1526711.9019518597
2019-01-03,1516583.120531491
2019-01-04,1514551.6635242293
2019-01-07,1504601.387014639
2019-01-08,1514599.501780593
2019-01-09,1496776.2917021508
2019-01-10,1500437.225610911
2019-01-11,1525930.9969674016
2019-01-14,1549811.91289882
2019-01-15,1567167.9109159724
2019-01-16,1577275.8756244543
2019-01-17,1595833.9803590367
2019-01-18,1588627.8812629164
2019-01-22,1576263.5007159144
2019-01-23,1571117.5247504276
2019-01-24,1592198.3115632755
2019-01-25,1603120.5014803996
2019-01-28,1609780.4783912343
2019-01-29,1605633.2761122645
2019-01-30,1615894.037441936
2019-01-31,1617861.0727813814
2019-02-01,1616772.7968103583
2019-02-04,1609393.63392633
2019-02-05,1624896.9118717466
2019-02-06,1642661.616410067
2019-02-07,1642646.856643305
2019-02-08,1644970.1510514074
2019-02-11,1653662.9539922003
2019-02-12,1661398.8185037202
2019-02-13,1651369.097652834
2019-02-14,1640479.4676020474
2019-02-15,1635124.29715971
2019-02-19,1623191.8427411434
2019-02-20,1601233.1682002654
2019-02-21,1630083.924933524
2019-02-22,1648747.9836909678
2019-02-25,1662098.1313406958
2019-02-26,1665887.8859138098
2019-02-27,1674405.3975597678
2019-02-28,1686839.8906080166
2019-03-01,1693442.149607327
2019-03-04,1686711.298462313
2019-03-05,1707978.2989187168
2019-03-06,1692032.8012809777
2019-03-07,1659389.1187133957
2019-03-08,1669816.1686479454
2019-03-11,1656740.6159132384
2019-03-12,1661990.1938056666
2019-03-13,1671414.8501633587
2019-03-14,1689887.6190299909
2019-03-15,1697690.8171242008
2019-03-18,1706432.6322435974
2019-03-19,1699533.1831383738
2019-03-20,1703644.3761877618
2019-03-21,1704730.7115040408
2019-03-22,1708845.3282212657
2019-03-25,1709120.2219899131
2019-03-26,1713444.7591349054
2019-03-27,1718894.597496703
2019-03-28,1722036.5711362406
2019-03-29,1713090.259736972
2019-04-01,1708873.590010404
2019-04-02,1708624.638122406
2019-04-03,1718424.2541113044
2019-04-04,1731174.089984693
2019-04-05,1730321.5216521132
2019-04-08,1728591.220389145
2019-04-09,1729263.9988043697
2019-04-10,1728725.4949304964
2019-04-11,1728439.9813468317
2019-04-12,1722907.5048323218
2019-04-15,1725301.4564915667
2019-04-16,1718471.4654259388
2019-04-17,1712270.7406556993
2019-04-18,1709995.4227418234
2019-04-22,1700111.4313395277
2019-04-23,1703453.281630142
2019-04-24,1689076.6626659716
2019-04-25,1696911.3651566163
2019-04-26,1696925.3672456257
2019-04-29,1720048.281930376
2019-04-30,1715980.1359554103
2019-05-01,1707343.0250506548
2019-05-02,1715573.7147613333
2019-05-03,1716654.289560201
2019-05-06,1697150.1203213297
2019-05-07,1707730.311611462
2019-05-08,1709558.3615257398
2019-05-09,1678779.0453443252
2019-05-10,1684674.5236249033
2019-05-13,1664419.6807327378
2019-05-14,1648555.099733559
2019-05-15,1665813.6893658447
2019-05-16,1709143.0172892895
2019-05-17,1725456.9011371802
2019-05-20,1751331.3266058592
2019-05-21,1745424.533279186
2019-05-22,1743782.1366485977
2019-05-23,1738253.1113417067
2019-05-24,1739555.6805086622
2019-05-28,1734148.708415985
2019-05-29,1732633.6522164177
2019-05-30,1745555.1662692009
2019-05-31,1751602.284877463
2019-06-03,1778606.4790283984
2019-06-04,1781458.9597095612
2019-06-05,1779458.934289218
2019-06-06,1757873.6611336824
2019-06-07,1749026.928619843
2019-06-10,1747332.032682243
2019-06-11,1747236.37411086
2019-06-12,1769590.8416711004
2019-06-13,1771709.5067780684
2019-06-14,1790018.9793082525
2019-06-17,1786050.197810663
2019-06-18,1784645.0107275066
2019-06-19,1802639.2309133676
2019-06-20,1804378.7722591325
2019-06-21,1805990.3016188552
2019-06-24,1813380.154129136
2019-06-25,1811773.9263135167
2019-06-26,1806256.3771957804
2019-06-27,1799194.8361958228
2019-06-28,1806542.823397583
2019-07-01,1800246.803178371
2019-07-02,1804494.2429441067
2019-07-03,1810001.667865994
2019-07-05,1816803.547764876
2019-07-08,1818512.5854738448
2019-07-09,1818212.5719352784
2019-07-10,1803203.6778680428
2019-07-11,1789525.9444772378
2019-07-12,1779355.6112367497
2019-07-15,1728269.471783135
2019-07-16,1669913.9160870838
2019-07-17,1685015.832552665
2019-07-18,1682338.806782801
2019-07-19,1719202.6256526972
